Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
Malvern,2,h,VB,Jellis,7.4,3144.0,2.0,0.0,0.0,0.0,,,Stonnington City Council,-37.8502,145.0418,Southern Metropolitan,4675.0,780000
Heidelberg Heights,3,u,S,Miles,8.8,3081.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,2947.0,654500
Oakleigh,2,h,SP,Barry,14.0,3166.0,2.0,1.0,1.0,211.0,,1975.0,Monash City Council,-37.9086,145.0977,Southern Metropolitan,3224.0,600000
Brighton,2,u,S,RT,11.2,3186.0,,,,,,,Bayside City Council,,,Southern Metropolitan,10579.0,760000
Glen Waverley,4,t,SA,Harcourts,16.7,3150.0,4.0,2.0,2.0,,143.0,2016.0,Monash City Council,-37.88678,145.16051,Eastern Metropolitan,15321.0,1170000
Moonee Ponds,3,h,VB,Nelson,6.9,3039.0,3.0,2.0,1.0,169.0,,,Moonee Valley City Council,-37.7595,144.9255,Western Metropolitan,6232.0,1100000
Brunswick,2,u,VB,Brad,5.2,3056.0,2.0,1.0,1.0,557.0,57.0,1960.0,Moreland City Council,-37.7732,144.951,Northern Metropolitan,11918.0,480000
Oakleigh South,3,h,S,HAR,15.5,3167.0,3.0,1.0,1.0,743.0,,,Kingston City Council,-37.91282,145.10376,South-Eastern Metropolitan,3692.0,1265000
Bayswater,3,h,S,Noel,23.2,3153.0,3.0,3.0,4.0,1028.0,175.0,1980.0,Knox City Council,-37.84034,145.25416,Eastern Metropolitan,5030.0,910000
Camberwell,4,h,VB,HAR,7.8,3124.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920.0,1100000
Keilor East,3,h,S,Nelson,11.7,3033.0,3.0,1.0,1.0,,,2000.0,Brimbank City Council,-37.74589,144.86816,Western Metropolitan,5629.0,590000
Coburg,4,h,S,Jellis,7.8,3058.0,4.0,2.0,2.0,571.0,,,Darebin City Council,-37.7535,144.9779,Northern Metropolitan,11204.0,1461000
Seaford,3,h,S,Harcourts,35.4,3198.0,,,,,,,Frankston City Council,,,South-Eastern Metropolitan,8077.0,610000
Abbotsford,2,t,S,Jellis,2.5,3067.0,,,,,,,Yarra City Council,,,Northern Metropolitan,4019.0,847000
Surrey Hills,4,h,S,Marshall,10.2,3127.0,4.0,3.0,2.0,,,,Boroondara City Council,-37.81779,145.08792,Southern Metropolitan,5457.0,2170000
Frankston,3,h,SA,O'Brien,38.0,3199.0,3.0,1.0,1.0,616.0,115.0,1970.0,Frankston City Council,-38.14541,145.14711,South-Eastern Metropolitan,17055.0,625000
Glen Iris,3,h,VB,Fletchers,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Boroondara City Council,-37.852,145.0942,Southern Metropolitan,10412.0,1600000
Port Melbourne,4,h,S,Marshall,3.5,3207.0,4.0,3.0,1.0,,185.0,2016.0,Melbourne City Council,-37.83281,144.94156,Southern Metropolitan,8648.0,2300000
Newport,3,h,S,Greg,6.2,3015.0,3.0,1.0,2.0,204.0,,,Hobsons Bay City Council,-37.84234,144.86622,Western Metropolitan,5498.0,740000
Sandringham,4,t,VB,hockingstuart,15.2,3191.0,4.0,2.0,1.0,173.0,184.0,2010.0,Bayside City Council,-37.94723,145.02268,Southern Metropolitan,4497.0,1050000
Reservoir,2,t,S,Nelson,11.2,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,550000
Brighton East,4,h,SA,hockingstuart,10.7,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,Bayside City Council,-37.9075,145.0248,Southern Metropolitan,6938.0,1650000
Flemington,2,h,S,Nelson,4.4,3031.0,2.0,1.0,0.0,202.0,,,Melbourne City Council,-37.7849,144.9257,Northern Metropolitan,3593.0,860000
Airport West,3,h,S,Nelson,10.4,3042.0,3.0,2.0,1.0,697.0,163.0,2017.0,Moonee Valley City Council,-37.72812,144.88735,Western Metropolitan,3464.0,1000001
Hawthorn,2,u,S,Jellis,4.6,3122.0,2.0,1.0,1.0,82.0,,,Boroondara City Council,-37.818,145.0268,Southern Metropolitan,11308.0,690000
Essendon,3,h,S,Nelson,7.5,3040.0,3.0,2.0,2.0,595.0,169.0,,Moonee Valley City Council,-37.74635,144.9229,Western Metropolitan,9264.0,993000
Newport,4,h,S,Raine&Horne,8.4,3015.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5498.0,1340000
Port Melbourne,2,u,VB,Greg,3.8,3207.0,2.0,1.0,1.0,0.0,74.0,2005.0,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648.0,600000
Moonee Ponds,4,h,S,Jellis,6.2,3039.0,4.0,1.0,3.0,478.0,152.0,1925.0,Moonee Valley City Council,-37.76421,144.90571,Western Metropolitan,6232.0,1270000
St Kilda,2,u,VB,hockingstuart,6.1,3182.0,2.0,1.0,1.0,841.0,,2006.0,Port Phillip City Council,-37.8612,144.985,Southern Metropolitan,13240.0,450000
Brighton East,2,h,S,Buxton,10.7,3187.0,,,,,,,Bayside City Council,,,Southern Metropolitan,6938.0,2303000
Chadstone,2,h,S,Beller,13.6,3148.0,,,,,,,Monash City Council,,,Southern Metropolitan,3582.0,1100000
South Yarra,2,u,S,LITTLE,3.3,3141.0,2.0,1.0,1.0,0.0,72.0,1969.0,Melbourne City Council,-37.8453,145.0012,Southern Metropolitan,14887.0,505000
Braybrook,3,h,S,YPA,10.8,3019.0,3.0,1.0,0.0,557.0,90.0,1960.0,Maribyrnong City Council,-37.7899,144.8515,Western Metropolitan,3589.0,696000
South Yarra,3,h,VB,Kay,2.7,3141.0,3.0,2.0,2.0,223.0,235.0,1999.0,Melbourne City Council,-37.84188,144.99979,Southern Metropolitan,14887.0,2180000
The Basin,3,h,S,iTRAK,27.0,3154.0,3.0,2.0,3.0,795.0,,,Knox City Council,-37.85229,145.30281,Eastern Metropolitan,1690.0,700000
North Melbourne,2,u,VB,Jellis,1.8,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.80272,144.95174,Northern Metropolitan,6821.0,620000
Bentleigh,3,h,S,Jellis,11.4,3204.0,3.0,1.0,2.0,569.0,0.0,1940.0,Glen Eira City Council,-37.91456,145.04109,Southern Metropolitan,6795.0,1730000
Whittlesea,3,h,S,Ray,35.5,3757.0,3.0,2.0,1.0,972.0,149.0,1996.0,Whittlesea City Council,-37.51232,145.13282,Northern Victoria,2170.0,601000
Heathmont,3,h,S,Fletchers,21.3,3135.0,3.0,1.0,2.0,797.0,,,Maroondah City Council,-37.83058,145.23071,Eastern Metropolitan,3794.0,850000
Hughesdale,4,h,S,Ray,13.0,3166.0,4.0,1.0,2.0,696.0,100.0,1930.0,Monash City Council,-37.8991,145.0804,Southern Metropolitan,3145.0,1337000
Coburg,3,h,S,Harcourts,6.7,3058.0,3.0,2.0,1.0,406.0,,,Darebin City Council,-37.74687,144.95761,Northern Metropolitan,11204.0,925000
Flemington,2,u,S,Nelson,4.4,3031.0,2.0,1.0,1.0,0.0,72.9,1970.0,Melbourne City Council,-37.7829,144.9247,Northern Metropolitan,3593.0,500000
Oakleigh East,3,h,SP,Jellis,12.3,3166.0,3.0,2.0,2.0,534.0,113.0,1950.0,Monash City Council,-37.9011,145.112,Southern Metropolitan,2547.0,997000
Balwyn,4,h,VB,Marshall,7.9,3103.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682.0,1900000
Box Hill,3,h,S,Lindellas,13.1,3128.0,3.0,1.0,1.0,702.0,134.0,1950.0,Whitehorse City Council,-37.827,145.1209,Eastern Metropolitan,4605.0,1325000
Dandenong,5,h,S,Raine,24.7,3175.0,5.0,2.0,4.0,,212.0,1960.0,Greater Dandenong City Council,-37.97325,145.21459,South-Eastern Metropolitan,10894.0,1055000
Moonee Ponds,3,h,S,Ray,6.2,3039.0,3.0,1.0,,,,,Moonee Valley City Council,-37.76966,144.91613,Western Metropolitan,6232.0,1360000
Caroline Springs,3,h,S,HAR,14.8,3023.0,,,,,,,Melton City Council,,,Western Metropolitan,7719.0,585000
Pascoe Vale,4,h,VB,Nelson,8.5,3044.0,4.0,2.0,2.0,1031.0,,,Moreland City Council,-37.71746,144.92955,Northern Metropolitan,7485.0,1375000
West Footscray,3,u,SP,Jas,6.4,3012.0,3.0,1.0,1.0,126.0,120.0,1995.0,Maribyrnong City Council,-37.80962,144.86877,Western Metropolitan,5058.0,597000
Kensington,2,u,S,Pagan,4.2,3031.0,2.0,1.0,1.0,0.0,81.0,2008.0,Melbourne City Council,-37.7974,144.9261,Northern Metropolitan,5263.0,492500
Balwyn North,2,u,S,Christopher,9.2,3104.0,2.0,1.0,1.0,1075.0,,1970.0,Boroondara City Council,-37.7953,145.0712,Southern Metropolitan,7809.0,735000
Wantirna South,3,h,S,Barry,14.7,3152.0,3.0,2.0,2.0,674.0,,,Knox City Council,-37.8836,145.22805,Eastern Metropolitan,7082.0,970000
South Yarra,2,u,S,Ray,3.3,3141.0,2.0,1.0,1.0,0.0,61.0,1965.0,Melbourne City Council,-37.8337,144.9886,Southern Metropolitan,14887.0,480000
Oakleigh South,2,u,S,LJ,14.7,3167.0,2.0,1.0,1.0,204.0,,,Kingston City Council,-37.9107,145.0891,South-Eastern Metropolitan,3692.0,625000
Lalor,3,h,S,HAR,16.3,3075.0,3.0,1.0,2.0,542.0,133.0,1968.0,Whittlesea City Council,-37.66374,144.99871,Northern Metropolitan,8279.0,625000
Niddrie,3,h,PI,Barry,10.4,3042.0,3.0,1.0,5.0,534.0,123.0,1950.0,Moonee Valley City Council,-37.7347,144.88021,Western Metropolitan,2291.0,920000
Yarraville,3,h,SP,Village,6.3,3013.0,3.0,1.0,2.0,446.0,115.0,,Maribyrnong City Council,-37.82004,144.87174,Western Metropolitan,6543.0,1115000
Nunawading,3,h,S,Fletchers,15.4,3131.0,3.0,1.0,2.0,717.0,,,Manningham City Council,-37.82688,145.17163,Eastern Metropolitan,4973.0,1310000
Brunswick,2,u,VB,Nelson,5.2,3056.0,2.0,1.0,1.0,69.0,52.0,1970.0,Moreland City Council,-37.75867,144.95679,Northern Metropolitan,11918.0,460000
South Melbourne,2,u,VB,Cayzer,2.1,3205.0,2.0,2.0,2.0,0.0,,,Port Phillip City Council,-37.8361,144.9682,Southern Metropolitan,5943.0,690000
Oakleigh East,3,h,S,Harcourts,12.3,3166.0,3.0,1.0,1.0,716.0,,,Monash City Council,-37.90295,145.11939,Southern Metropolitan,2547.0,1292000
Templestowe Lower,4,h,S,Fletchers,13.8,3107.0,4.0,2.0,4.0,732.0,,,Manningham City Council,-37.7704,145.1247,Eastern Metropolitan,5420.0,1222000
Caulfield South,5,h,PI,Gary,8.7,3162.0,5.0,3.0,2.0,579.0,327.0,2013.0,Glen Eira City Council,-37.90121,145.02462,Southern Metropolitan,5051.0,2050000
Wantirna South,3,h,PI,Harcourts,14.7,3152.0,3.0,1.0,2.0,720.0,,,Knox City Council,-37.85964,145.24186,Eastern Metropolitan,7082.0,940000
Heidelberg,4,u,VB,Miles,8.9,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,2890.0,1320000
Reservoir,3,h,S,Stockdale,11.2,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,590000
Glenroy,4,h,SP,Stockdale,13.0,3046.0,4.0,1.0,2.0,586.0,159.0,1968.0,Moreland City Council,-37.6975,144.9065,Northern Metropolitan,8870.0,600000
Altona North,3,h,S,Sweeney,9.4,3025.0,3.0,1.0,2.0,660.0,,,Hobsons Bay City Council,-37.83267,144.85519,Western Metropolitan,5132.0,1100000
Hawthorn,2,u,S,Jellis,4.6,3122.0,2.0,1.0,1.0,2679.0,78.0,1960.0,Boroondara City Council,-37.8261,145.0269,Southern Metropolitan,11308.0,635000
Eaglemont,2,u,S,Nelson,8.9,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,1651.0,704000
Ivanhoe,2,u,S,Miles,7.8,3079.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,5549.0,910000
Caulfield,2,h,S,Gary,8.7,3162.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2379.0,811000
Carlton,4,h,S,Nelson,1.8,3053.0,2.0,2.0,2.0,123.0,,,Melbourne City Council,-37.7998,144.9665,Northern Metropolitan,6786.0,2033000
Bulleen,2,h,S,Barry,11.8,3105.0,2.0,1.0,1.0,591.0,140.0,1965.0,Manningham City Council,-37.7679,145.0978,Eastern Metropolitan,4480.0,903000
Heidelberg West,3,h,S,Haughton,9.4,3081.0,2.0,1.0,2.0,624.0,86.0,1965.0,Banyule City Council,-37.7456,145.0397,Eastern Metropolitan,2674.0,691000
Craigieburn,3,h,S,Ray,20.6,3064.0,3.0,2.0,1.0,574.0,130.0,2001.0,Hume City Council,-37.58972,144.93601,Northern Metropolitan,15510.0,540000
Viewbank,3,h,S,Fletchers,8.9,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,2698.0,1061000
Balwyn North,2,u,VB,Fletchers,9.7,3104.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809.0,580000
Bayswater North,3,h,S,Ray,23.2,3153.0,3.0,2.0,2.0,792.0,148.0,1980.0,Maroondah City Council,-37.82809,145.29287,Eastern Metropolitan,3598.0,762000
Williamstown,3,t,SP,Sweeney,8.0,3016.0,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380.0,1230000
Reservoir,3,t,PI,Ray,12.0,3073.0,3.0,1.0,1.0,224.0,128.0,2008.0,Darebin City Council,-37.71289,145.01967,Northern Metropolitan,21650.0,640000
Canterbury,5,h,VB,Jellis,9.0,3126.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,3265.0,2750000
Eaglemont,3,h,S,Miles,10.3,3084.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,1651.0,650000
Oak Park,2,t,VB,Stockdale,11.5,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,2651.0,520000
McKinnon,3,t,S,Hodges,11.4,3204.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2397.0,1140000
Brunswick,4,h,SP,Jellis,5.2,3056.0,4.0,3.0,2.0,371.0,223.0,2014.0,Moreland City Council,-37.75782,144.97608,Northern Metropolitan,11918.0,1665000
Wheelers Hill,3,h,S,Buxton,16.7,3150.0,3.0,1.0,2.0,691.0,,,Monash City Council,-37.90823,145.16173,South-Eastern Metropolitan,7392.0,1025000
Glen Waverley,4,h,S,Ray,16.7,3150.0,,,,,,,Monash City Council,,,Eastern Metropolitan,15321.0,1420000
Oakleigh South,3,h,S,Buxton,14.7,3167.0,3.0,2.0,1.0,258.0,105.0,1999.0,Kingston City Council,-37.9156,145.0879,South-Eastern Metropolitan,3692.0,875000
Dandenong,3,h,S,C21,24.7,3175.0,3.0,1.0,1.0,372.0,,,Greater Dandenong City Council,-37.98383,145.20342,South-Eastern Metropolitan,10894.0,500000
Templestowe Lower,4,t,S,Jellis,12.4,3107.0,4.0,3.0,2.0,332.0,198.0,2013.0,Manningham City Council,-37.76577,145.10729,Eastern Metropolitan,5420.0,1010000
Richmond,1,u,SP,Biggin,2.6,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0,485000
Brunswick East,4,h,S,Jellis,4.5,3057.0,4.0,2.0,2.0,468.0,,,Moreland City Council,-37.7724,144.9829,Northern Metropolitan,5533.0,1290000
Reservoir,3,h,PI,Nelson,12.0,3073.0,3.0,1.0,1.0,683.0,93.0,1958.0,Darebin City Council,-37.72366,145.02294,Northern Metropolitan,21650.0,980000
Meadow Heights,3,h,S,RW,17.4,3048.0,3.0,1.0,1.0,631.0,111.0,1960.0,Hume City Council,-37.66004,144.92338,Northern Metropolitan,4704.0,520000
Thornbury,2,h,S,Love,7.0,3071.0,2.0,1.0,2.0,166.0,87.0,1994.0,Darebin City Council,-37.75773,144.98542,Northern Metropolitan,8870.0,816000
Richmond,2,u,S,Jellis,2.4,3121.0,2.0,2.0,2.0,92.0,141.0,1940.0,Yarra City Council,-37.82324,144.99174,Northern Metropolitan,14949.0,1667500
Niddrie,2,h,S,Barry,11.2,3042.0,2.0,1.0,2.0,650.0,,,Moonee Valley City Council,-37.7378,144.8893,Western Metropolitan,2291.0,1190000
Aberfeldie,3,u,S,Barry,9.1,3040.0,3.0,1.0,1.0,229.0,111.0,1996.0,Moonee Valley City Council,-37.7606,144.8973,Western Metropolitan,1543.0,726000
South Kingsville,2,u,VB,Oak,9.1,3015.0,2.0,1.0,1.0,78.0,62.0,1960.0,Hobsons Bay City Council,-37.8337,144.8739,Western Metropolitan,984.0,380000
Reservoir,3,h,PI,Barry,12.0,3073.0,3.0,1.0,1.0,644.0,,,Darebin City Council,-37.71798,145.02315,Northern Metropolitan,21650.0,750000
Mernda,4,h,S,Ray,25.9,3754.0,4.0,2.0,2.0,448.0,180.0,,Whittlesea City Council,-37.60426,145.06782,Northern Metropolitan,5812.0,610000
Bundoora,3,t,S,Ray,12.1,3083.0,3.0,2.0,2.0,286.0,,,Banyule City Council,-37.6821,145.0793,Northern Metropolitan,10175.0,690000
Glen Iris,1,u,VB,Jellis,9.2,3146.0,1.0,1.0,1.0,805.0,,2011.0,Boroondara City Council,-37.8592,145.0484,Southern Metropolitan,10412.0,420000
Abbotsford,3,h,S,Nelson,3.0,3067.0,3.0,2.0,1.0,92.0,116.0,2004.0,Yarra City Council,-37.79683,144.99586,Northern Metropolitan,4019.0,855000
Kurunjang,3,h,S,PRDNationwide,31.7,3337.0,3.0,2.0,2.0,,152.0,1975.0,Melton City Council,-37.6698,144.5945,Northern Victoria,3553.0,381000
Glen Iris,2,u,PI,hockingstuart,7.3,3146.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10412.0,520000
Monbulk,4,h,SP,Fletchers,34.1,3793.0,4.0,2.0,2.0,1611.0,,,Yarra Ranges Shire Council,-37.87931,145.41288,Eastern Victoria,1424.0,720000
South Yarra,2,h,S,Biggin,3.3,3141.0,2.0,1.0,2.0,367.0,,1985.0,Melbourne City Council,-37.842,144.9873,Southern Metropolitan,14887.0,2430000
Pascoe Vale,2,t,VB,Nelson,9.9,3044.0,2.0,1.0,2.0,240.0,,,Moreland City Council,-37.7217,144.924,Northern Metropolitan,7485.0,540000
Croydon,4,h,S,RW,23.0,3136.0,4.0,2.0,2.0,1880.0,255.0,1947.0,Maroondah City Council,-37.79325,145.27724,Eastern Metropolitan,11925.0,1152000
Glen Iris,4,h,S,Marshall,7.3,3146.0,4.0,3.0,2.0,868.0,,,Boroondara City Council,-37.86185,145.04527,Southern Metropolitan,10412.0,3845000
Keilor East,4,h,SP,Barry,11.7,3033.0,4.0,2.0,2.0,,,,Brimbank City Council,-37.74873,144.85211,Western Metropolitan,5629.0,784000
Reservoir,3,u,S,RW,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0,701000
Viewbank,4,h,S,Miles,8.9,3084.0,4.0,2.0,2.0,651.0,,,Banyule City Council,-37.73679,145.08485,Eastern Metropolitan,2698.0,1080000
Sunbury,2,h,SP,L,31.7,3429.0,2.0,1.0,2.0,452.0,100.0,1960.0,Hume City Council,-37.57961,144.71363,Western Metropolitan,14092.0,367000
Essendon West,3,h,VB,Nelson,9.8,3040.0,3.0,1.0,2.0,473.0,,,Moonee Valley City Council,-37.7519,144.883,Western Metropolitan,588.0,820000
Glen Waverley,4,h,S,Ray,16.7,3150.0,4.0,2.0,0.0,712.0,163.0,1960.0,Monash City Council,-37.8939,145.14707,Eastern Metropolitan,15321.0,1300000
Camberwell,3,h,VB,Jellis,7.8,3124.0,3.0,2.0,3.0,780.0,,,Boroondara City Council,-37.8328,145.0679,Southern Metropolitan,8920.0,1750000
Moonee Ponds,5,h,VB,Nelson,6.9,3039.0,5.0,3.0,2.0,646.0,261.0,1925.0,Moonee Valley City Council,-37.7625,144.9074,Western Metropolitan,6232.0,1900000
Melbourne,3,u,PI,RT,2.8,3000.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496.0,850000
Hawthorn East,3,h,S,Marshall,6.2,3123.0,3.0,1.0,2.0,609.0,,,Boroondara City Council,-37.83175,145.04414,Southern Metropolitan,6482.0,2900000
Templestowe Lower,4,h,S,Barry,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0,1611000
Keilor East,3,h,PI,Jellis,11.7,3033.0,3.0,1.0,2.0,624.0,135.0,1970.0,Brimbank City Council,-37.74588,144.87044,Western Metropolitan,5629.0,915000
Mill Park,3,h,S,Harcourts,17.9,3082.0,3.0,1.0,4.0,840.0,125.0,1980.0,Whittlesea City Council,-37.66919,145.06799,Northern Metropolitan,10529.0,775500
North Melbourne,2,u,S,Jas,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821.0,475000
Footscray,2,u,S,Sweeney,5.1,3011.0,2.0,1.0,1.0,,220.0,1970.0,Maribyrnong City Council,-37.7885,144.89326,Western Metropolitan,7570.0,316000
Bayswater,3,h,S,Barry,23.2,3153.0,3.0,2.0,,725.0,,,Knox City Council,-37.84426,145.23988,Eastern Metropolitan,5030.0,813000
Ascot Vale,2,h,PI,Nelson,5.9,3032.0,2.0,1.0,1.0,226.0,87.0,1900.0,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,6567.0,770000
Carnegie,2,t,S,Ray,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822.0,798000
Fawkner,2,u,S,Ray,13.1,3060.0,2.0,1.0,1.0,,72.0,2016.0,Hume City Council,-37.71513,144.96617,Northern Metropolitan,5070.0,475000
Moonee Ponds,2,u,VB,Brad,6.9,3039.0,2.0,1.0,1.0,0.0,39.0,2014.0,Moonee Valley City Council,-37.7715,144.916,Western Metropolitan,6232.0,330000
Kensington,2,h,SP,Nelson,4.2,3031.0,2.0,1.0,1.0,169.0,90.0,1900.0,Melbourne City Council,-37.7925,144.9315,Northern Metropolitan,5263.0,850000
St Albans,2,u,S,YPA,14.0,3021.0,,,,,,,Brimbank City Council,,,Western Metropolitan,14042.0,436500
Altona Meadows,4,h,S,Barlow,15.5,3028.0,4.0,2.0,4.0,531.0,190.0,1980.0,Hobsons Bay City Council,-37.89218,144.78582,Western Metropolitan,7630.0,800000
South Morang,3,u,S,Millership,20.5,3752.0,3.0,1.0,1.0,216.0,,,Whittlesea City Council,-37.64491,145.09233,Northern Metropolitan,7969.0,386000
Hoppers Crossing,3,h,S,Triwest,18.4,3029.0,,,,,,,Wyndham City Council,,,Western Metropolitan,13830.0,471000
Sandringham,3,t,S,Buxton,15.2,3191.0,,,,,,,Bayside City Council,,,Southern Metropolitan,4497.0,1191500
Northcote,3,h,S,Nelson,5.5,3070.0,,,,,,,Darebin City Council,,,Northern Metropolitan,11364.0,905000
Ashburton,4,h,S,Jellis,11.0,3147.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052.0,1991000
Heidelberg West,3,h,S,William,9.4,3081.0,3.0,1.0,3.0,695.0,,,Banyule City Council,-37.7416,145.0406,Eastern Metropolitan,2674.0,950000
Hawthorn,3,h,PI,Kay,5.3,3122.0,3.0,3.0,2.0,107.0,,,Boroondara City Council,-37.81753,145.01988,Southern Metropolitan,11308.0,1670000
Airport West,3,h,S,Barry,13.5,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0,715000
Richmond,2,h,S,Jellis,2.6,3121.0,2.0,1.0,1.0,138.0,81.0,1890.0,Yarra City Council,-37.8218,145.0132,Northern Metropolitan,14949.0,1045000
Melbourne,1,u,SP,Dingle,0.0,3000.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496.0,415000
Box Hill,3,t,S,Noel,13.1,3128.0,3.0,2.0,1.0,238.0,130.0,2000.0,Whitehorse City Council,-37.8154,145.1355,Eastern Metropolitan,4605.0,822500
Essendon,3,t,S,Barry,7.5,3040.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264.0,1000000
Box Hill,2,t,S,hockingstuart,10.9,3128.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4605.0,820000
Richmond,2,u,SP,Jellis,2.6,3121.0,2.0,1.0,2.0,0.0,69.0,2000.0,Yarra City Council,-37.8173,144.9965,Northern Metropolitan,14949.0,640000
Glen Iris,2,u,S,hockingstuart,7.3,3146.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10412.0,646000
Kew,3,h,VB,Jellis,5.4,3101.0,3.0,2.0,1.0,275.0,,1992.0,Boroondara City Council,-37.80442,145.04085,Southern Metropolitan,10331.0,1350000
Montmorency,4,h,S,Barry,16.2,3094.0,4.0,3.0,2.0,701.0,300.0,1993.0,Banyule City Council,-37.71871,145.13559,Eastern Metropolitan,3891.0,980000
Avondale Heights,5,h,VB,Nelson,9.5,3034.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502.0,1330000
Hampton,4,h,S,hockingstuart,13.8,3188.0,4.0,2.0,2.0,695.0,,,Bayside City Council,-37.9352,145.0072,Southern Metropolitan,5454.0,1900000
Fitzroy North,4,t,VB,Jellis,3.5,3068.0,4.0,3.0,2.0,127.0,209.0,2008.0,Moreland City Council,-37.7855,144.9789,Northern Metropolitan,6244.0,1700000
Frankston,4,h,S,Ray,38.0,3199.0,4.0,2.0,3.0,,,,Frankston City Council,-38.1639,145.14506,South-Eastern Metropolitan,17055.0,1036000
Prahran,3,h,S,Pride,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0,1420000
Port Melbourne,4,h,S,Chisholm,3.8,3207.0,4.0,1.0,2.0,146.0,,1880.0,Melbourne City Council,-37.8343,144.9452,Southern Metropolitan,8648.0,1502000
Northcote,2,h,S,Nelson,5.3,3070.0,2.0,1.0,1.0,130.0,73.0,1900.0,Darebin City Council,-37.77018,144.99969,Northern Metropolitan,11364.0,940000
Ringwood North,4,h,S,Noel,19.9,3134.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,3619.0,1025000
Mount Evelyn,3,h,S,Ray,31.6,3796.0,3.0,1.0,0.0,915.0,101.0,1970.0,Yarra Ranges Shire Council,-37.78495,145.3919,Eastern Victoria,3532.0,515000
Canterbury,2,h,S,Jellis,9.0,3126.0,2.0,1.0,1.0,543.0,,,Boroondara City Council,-37.8295,145.0774,Southern Metropolitan,3265.0,765000
Preston,4,h,S,RW,8.8,3072.0,4.0,1.0,2.0,400.0,117.0,1890.0,Darebin City Council,-37.7346,145.0164,Northern Metropolitan,14577.0,870000
Glenroy,2,u,S,Stockdale,13.0,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,8870.0,382000
Chadstone,4,h,VB,Purplebricks,13.6,3148.0,4.0,3.0,2.0,288.0,158.0,2014.0,Monash City Council,-37.8801,145.1051,Southern Metropolitan,3582.0,890000
Elwood,2,u,S,Marshall,7.7,3184.0,2.0,1.0,0.0,0.0,88.0,1940.0,Port Phillip City Council,-37.8809,144.9833,Southern Metropolitan,8989.0,765000
South Melbourne,2,h,S,Marshall,1.9,3205.0,2.0,1.0,,128.0,95.0,1890.0,Port Phillip City Council,-37.83281,144.96633,Southern Metropolitan,5943.0,1151000
Frankston,4,h,S,hockingstuart,38.0,3199.0,4.0,2.0,2.0,632.0,150.0,1950.0,Frankston City Council,-38.13484,145.13413,South-Eastern Metropolitan,17055.0,740000
Brighton,4,h,S,Woodards,10.5,3186.0,4.0,1.0,2.0,,177.0,1925.0,Bayside City Council,-37.93091,144.99266,Southern Metropolitan,10579.0,1740000
Reservoir,3,u,VB,hockingstuart,11.2,3073.0,3.0,1.0,2.0,179.0,108.0,2002.0,Darebin City Council,-37.7108,145.0289,Northern Metropolitan,21650.0,450000
